surprise,41,45
davy,2,4
jones,21,45
strikes,21,51
back,184,298
comedy,417,600
steve,19,31
carell,3,3
utterly,13,62
disappointing,13,486
"truly,8,13
defines,2,4
meaning,27,37
word,25,71
"",5,11
surreal,23,24
""",22,31
country,22,33
boy,38,72
makes,120,218
good.,31,79
classic,1230,1407
hybrid,2,3
worth,239,478
owning!,1,2
remarkable,23,24
into,135,255
woods,5,18
buy,123,390
movie!,411,549
woody,24,40
allen!,1,1
first-,1,1
not,934,3789
last,168,268
closer,8,12
truth,59,87
warren,5,6
commission,1,1
over,152,347
top,166,211
extreme,11,27
violence...,3,5
nostalgia.,1,1
enter,14,31
dragon,16,23
bloddy,1,1
gorefest,3,6
will,343,546
truly,136,210
dialate,1,1
your,481,1096
pupils,1,1
dr.,36,49
evil's,1,1
overrated,3,245
rock,84,121
dead,71,178
superbly,11,11
hilarious!,31,34
ultimate,100,115
action,322,460
kubrick,22,34
greatest,291,319
director?,2,2
astonishingly,1,5
bad;,0,1
2,157,460
hours,20,100
dumb,15,145
people,110,290
doing,10,36
things,69,132
good,1763,2933
bad,236,1586
undoubtedly,2,2
most,313,521
consistent,3,4
adaptation...,3,6
blu-ray,101,193
money,42,316
truer,1,1
you,1284,2364
think,112,250
bueller,3,3
anyone,35,90
[is,0,7
weak]!,0,2
date,32,42
really,236,644
did,85,309
want,136,302
like,452,1067
show.,12,23
angels,19,27
dirty,27,36
faces,7,9
"a,499,770
dat's,1,1
boy!,2,7
martin,22,35
brilliant!!!,3,3
masterpiece!!!,6,6
real,212,400
gold,29,41
near,27,51
end,99,197
mark,19,52
beast,15,29
comic,64,114
book-based,1,1
movies,437,832
3.5,24,26
stars,296,726
out,342,742
4,126,232
"justice,2,2
""lola"",1,1
joke",1,1
"ownership,1,1
another,353,756
kevin,23,52
smith,28,48
do,185,524
censored,0,6
dvd,929,1633
!!,49,66
"order,1,1
pizza,5,6
zombie,42,91
80's-live,1,1
long,148,285
prosper,2,2
"scary?,0,1
yeah,17,32
right!!!,0,1
stupid,13,235
boring,12,579
thankfully,2,4
we,190,372
have,497,1370
keep,39,96
river,13,22
us,83,143
wood's,2,4
masterpiece.,18,23
decent,50,119
early,73,99
thriller,247,337
eddie,24,37
murphy,10,15
his,251,410
finest,98,111
hour!,5,8
flat,5,51
strength,7,9
performances,90,117
make,178,423
sizzle,2,4
"watchable,0,6
cute,65,86
funny,458,692
graphic,8,13
rape-horror,1,1
tests,1,2
audience,5,32
endurance,2,5
limit,5,9
worst,31,1189
i've,113,295
seen,166,409
past,51,72
or,206,482
10,64,101
years,125,181
"very,61,101
underrated,122,123
force,25,37
still,371,526
us.......,1,1
"wonderful,29,39
""made,1,2
tv"",1,2
film!!!",1,1
sci-fi,145,201
fan,85,167
excellent,670,718
low,25,110
budget,20,70
"lavish,3,3
it!,163,241
on,1177,2063
many,78,212
levels,11,18
needful,1,2
deception,3,6
lie...,1,1
acting,108,254
themes,8,10
come,131,207
through,51,101
explode,2,6
space!,5,6
not-so-great,2,2
vhs,21,68
packaging,7,22
2nd,28,42
favorite,332,367
i'm,113,282
picking,5,9
as,810,1727
best!,132,140
living,34,61
it,1279,3009
70s,15,28
shot,19,39
impossible,14,26
that's,63,150
3,144,246
materpiece,2,2
theatre,13,22
classics,36,52
horror,363,626
le,4,10
big,149,423
mac,2,5
disney's,25,40
spectacular,38,45
finally,159,188
something,83,195
different!,4,4
every,126,194
little,222,382
girl,54,80
love...,7,8
excellentb,1,1
scary,85,169
photo,4,4
sequels,17,51
peter,35,51
sellers,8,9
nail,8,16
biter!!!!!!,1,1
hardcore,11,20
man-love!!!,1,1
2001,29,46
70's,21,26
show-season,1,1
1,71,233
"doris,2,3
patton&iquest;s,1,1
secret,21,33
2007,4,5
thus,3,6
doesn't,69,273
cut,44,108
&quot;such,1,1
stuff,69,99
dreams,33,42
are,406,832
made,280,555
of!&quot;,1,1
gem,123,127
merchant,5,8
ivory,4,4
fans,131,273
"""you,29,43
trying,9,45
say,94,234
jesus,20,35
christ,17,29
can't,158,377
hit,37,67
curve,2,2
ball?!""",1,1
beautiful,278,322
bio,7,11
but,678,1418
wished,5,13
subtitled!!!,1,1
blob-the,1,1
miscreant,1,1
mucous!,1,1
(best),1,1
terminator,11,20
magical,32,38
surrealism,5,5
"this,60,161
women,39,56
possibility,2,2
human,78,101
race,13,19
extincion,1,1
list!,2,4
how,190,454
can,315,629
film?,26,62
proud,9,11
conquered,1,1
so,333,936
begins...,3,5
timeless,67,70
family,244,279
about,465,903
use,17,41
once,54,109
&amp;,89,146
destroy,3,10
upon,14,29
waste,6,592
mexico,3,8
mind,53,96
never,184,383
be,577,1422
same....,1,1
"great,312,532
see,232,445
familiar,13,23
fascinating,56,60
historical,45,68
document!,1,1
"one,59,105
two,173,363
""b"",3,3
sequals,2,2
ever,646,1253
made",2,4
"jazzy,1,1
&quot;rambo&quot;,1,1
review,215,445
beauty,42,58
around,54,85
cop,24,35
story,529,810
story.,32,50
flick.,15,22
children,35,68
kaiju,2,4
who,240,411
childish,2,12
plots,3,4
"worthy,2,3
wealth,3,3
garnered,1,2
enough,56,225
weep...,1,1
smart,30,36
ceberal,1,1
wars,46,92
ever!,107,176
monster,44,73
mash,3,8
vapid,1,6
nihilists.,1,1
when,158,354
get,303,722
"dr.,2,4
mabuse,1,1
kind,59,122
strange,41,82
mix,23,43
view,72,114
always,87,118
incredibly,13,43
versatile,2,2
"wow,16,50
broke,6,13
heart,113,132
mountain,12,17
weird,22,56
science,50,90
biology??,1,1
if,260,630
weren't,10,15
alive,28,37
watergate,1,1
rob,5,14
zombies,17,33
masterpiece!,51,54
adaptation,99,158
:),17,21
warmly,1,1
tender,13,15
stories,33,44
incredible,87,106
"""tv!,1,1
mankind's,2,2
invention!""",1,1
letterbox,1,4
transfer,57,195
surprisingly,107,134
work,125,220
hammer,29,39
landmark,21,21
season,280,356
interesting,131,242
look,160,251
berkeley,1,1
'60s,5,6
destiny,6,6
chooses,1,1
him,20,43
memorable,37,45
philosophical,4,4
theme,14,32
been,144,540
while...,1,1
root,3,12
hinds,1,1
carry,4,8
passion,19,30
futurama,1,1
richard,27,41
matheson's,1,3
'hell,1,1
house',1,1
film.,98,185
concert,45,60
lost,64,212
space,51,108
found,25,44
new,272,448
home,64,118
funniest,92,104
time!,72,125
revisionist,1,7
epic,154,190
"if,86,218
entertaining,270,342
24,5,10
ago,7,9
!,234,394
"el,0,1
cheapo,0,3
capsule,10,12
david,37,56
niven,2,3
instead!,0,20
oozing,1,1
boyhood,1,1
memory,19,34
comes,91,127
blob!,1,1
clive,6,10
barker,2,3
save,17,190
need,80,190
them,74,113
hocus,2,2
pocus,2,2
night'!,1,1
fun,637,752
release,106,217
price,57,84
wonderful!,29,29
extras!,10,12
$$$$$$$$$$,1,1
sister-hood,1,1
also,33,45
strong-bonds,1,1
broken!,1,1
"really,7,35
surprised,20,29
myles,0,1
didn't,38,210
call,43,85
&quot;my,1,2
movie&quot;,1,12
you'll,71,112
ballroom,2,3
dancing,27,38
"exciting,10,10
time........,1,2
goldfinger,1,1
jlove,1,1
whenever,1,3
lot,57,117
birds,12,17
...,149,336
foreign,11,16
become,18,34
undisputed!,1,1
joyride/roadkill,1,1
meets,74,149
hitcher,1,3
some,204,373
mad,24,44
max,11,19
thrown,2,3
in.,3,7
terrific,73,77
romantic,136,179
series!,33,47
seen!,17,40
didnt,0,18
hold,11,44
together,25,45
english,24,41
romeo,5,10
juliet,4,7
bollywood,4,5
style,55,109
scifi,17,17
heart-warmer,1,1
dream,50,69
future:,1,1
&,270,470
underworld,6,9
london,5,5
old-school,3,3
new-school,1,1
pagan,3,4
values,16,25
slasher,29,72
"what,23,54
does,163,312
""the,45,88
sleep"",0,1
mean,21,50
you?",0,1
were,76,242
they,155,497
thinking!!!,0,2
chick,26,49
flick,175,308
christmas,137,156
noose,1,2
tighten?,1,1
diane,8,12
lane,12,16
leelee,3,4
sobieski,3,3
deliver,9,25
believe,61,162
hype,18,101
"an,87,134
intriguing,34,46
cards,3,6
coming!,8,8
classical,9,12
british,62,73
production,50,97
ronald,5,7
colman,2,2
=,62,146
where,96,224
snowball,1,1
express???,1,1
amazingly,14,23
filmed,21,35
docudrama,6,7
enjoy,53,85
night,78,141
fog,2,5
island,11,22
black,83,131
far,77,175
tim,27,39
burton,17,30
now,150,239
voyager,7,9
&quot;star,6,8
wars&quot;trilogy,1,1
"without,4,7
question,15,26
"oh,31,143
'screamers',0,1
mess,16,140
cleopatra,3,3
jones!!!!!,1,1
journey,35,47
tony,8,13
montana:,1,1
rise,13,16
notorious,3,6
gangster,24,33
more,429,886
movies!,28,43
very,807,1494
much,203,671
which,28,59
copy,7,52
buy?,2,3
non-sensical,0,1
'versus',0,1
film...,36,66
take,98,174
train,10,39
why,160,527
serious?!!!""",1,1
all,892,1522
these,92,203
well,260,362
written,23,44
watching,67,187
fantasia:,1,1
unlike,6,6
any,115,233
other,66,154
cloverfield,2,4
'it,1,1
corupt,1,1
claim',1,1
ingredients,2,8
superb,133,140
film...just,1,2
mixed,19,56
yet!,17,23
shows,70,103
ice,13,32
cube,2,10
rocks,34,42
"it,15,57
has,230,496
start,87,124
rookie,2,2
year,72,142
mystery,70,117
trek,82,112
original,223,414
complete,53,170
third,38,52
morals,1,1
choices,7,10
sills',1,1
performance,133,164
captured,7,9
video,106,232
all!,17,32
flawed,38,75
"george,2,8
clooney,2,4
batman,51,90
"the,218,388
wrestling,10,17
"skip,1,9
pretty,145,327
man-made,1,1
mythic,6,6
hollywood,77,243
fable,6,8
storytelling,14,21
script,33,115
disappointment,4,250
nightmare,43,70
golden,28,46
age,69,102
adventure,140,162
major,18,85
conan,4,7
returns!,4,4
highbrow,2,2
jackson,19,29
again,148,264
authentic,10,10
content,6,16
vs.,54,84
disks,3,4
`godsend',0,1
stale,0,14
genre,45,74
absolute,43,103
looking,34,86
"good,142,343
remake,51,165
stng,3,3
one:,2,4
setting,10,15
groundwork,3,3
aitf,1,1
ought,4,5
pictures!,3,4
time...,31,63
no,317,1076
joke!!,1,3
hellinger,1,1
presents,5,8
york,20,31
started,29,54
trend!!!,1,1
lucy,21,30
goody,2,2
harry,42,52
potter,22,29
course,15,25
five,69,108
stars....,5,5
reality,39,62
hits,30,40
close,41,69
viva,10,11
mama!,1,1
pixar's,4,5
seventh,5,6
heaven?,4,4
ugly,14,42
stupid....,0,1
count,16,26
gets,124,222
vote,6,16
outstanding,93,97
picture,82,157
year!,11,21
tooo,1,2
cute!,7,7
words,26,61
twenty,5,9
40's,3,4
beauty...,2,2
breath,12,14
fresh,27,31
air,18,29
frightening!,1,1
entertainment!,19,20
aliens,8,22
bad!,14,59
post-apocalypse,2,2
doubt,9,18
dmb,2,2
bargain,10,15
step,14,37
workout,94,117
marry,2,2
haste.....,1,1
"""civilization,1,2
hangs,1,2
cross,6,11
~,32,41
gods',2,2
lose,6,23
head,22,59
one!!!,4,4
okay,10,73
scorsese;,0,1
forgive,0,10
you.,9,18
nyc,3,4
relationship,14,15
gloriously,2,3
loony,1,2
compilation,9,12
outrageous,11,13
footage,11,21
camelot?,1,1
episode!,6,7
"enchanting,3,3
update,9,12
lupino's,1,1
*the,1,1
hitch-hiker*,1,1
fearful,1,1
sum,9,25
served,8,16
superstar,3,4
supercool!,1,1
experience,41,56
dvd!,119,168
please,78,242
heinlein,2,2
would've,1,7
available,31,44
tom,47,87
twyker,1,1
master,55,72
mise,2,2
en,5,6
scene,17,47
arnold,14,23
out-bonds,1,1
007!,2,2
halfway,1,4
sequel.,8,23
oh,67,244
no!,6,23
title..,1,2
boohoo!,1,1
no!!!!!,0,2
cinematography,12,24
.,293,626
psycho,17,30
loves,34,41
woman,43,66
splendid,15,17
dvd!!,12,14
disney,146,227
again!,49,76
house,60,107
wax,2,2
:,22,35
revisited,13,14
darkness,10,25
surround...,1,1
1970's,8,8
1930's,4,5
unbelievable,15,32
robbie,3,3
williams!,1,1
dracula...,2,3
ultimately,5,26
kids,84,157
james,56,102
spader...,1,1
re,2,5
dvd!!!,16,24
why?,9,76
scratcher,0,1
loved,149,180
martha,3,4
iver's,1,1
"seven,1,2
samurai,14,21
read,31,163
thoroughly,11,25
enjoyed,39,45
mature,13,13
one?,7,14
x-files,6,11
abducts,0,1
indy,4,15
unspeakable,1,4
"""sir,0,1
holiday,39,50
change,23,36
"original,10,13
trilogy=,0,1
"entertaining,25,37
unnecessary...,0,1
phantom!,0,1
mood,13,20
western...,1,1
finally!,26,28
fantasy,93,137
cinema!,4,4
right,107,178
brilliance,11,12
bring,29,48
rubber,3,5
nipples.,0,1
'70s--no,1,1
kidding.,1,3
garbage,2,171
treat,38,49
aviation,5,5
buffs,10,14
grossly,1,7
pile,2,32
pointless,1,81
drivel,1,36
line,32,68
movie.,142,339
14th,4,7
dec,1,1
2004.,9,17
too,154,720
where's,27,102
trailer??!!,1,1
getting,41,93
credit,16,22
triple,5,9
collection,135,171
peanut's,1,1
usher,2,2
8701,1,1
classic!!!!!!!,2,2
cheaply,1,6
packaged...,1,1
'robot,1,1
monster',1,1
grandma....grandpa?!,1,1
animation..,1,1
ever...,13,24
period.,6,12
neglected,11,11
car.,1,1
guessed...,1,1
brilliant!,21,21
world,151,211
gem.,8,8
"2009,1,1
actors,29,100
erratic,1,1
behavior,1,3
human...,2,2
edward,6,10
g.,4,5
robinson,6,8
steals,17,23
watched,35,76
twice!,3,4
bother,1,63
ugh,0,30
hawkins:,1,1
rockstar,1,1
nearly,17,55
'raiders',0,1
'last,0,1
crusade',0,1
enjoyable,155,174
sure,37,78
dolby,6,8
digital,11,21
114,0,1
minutes,18,103
life,255,360
please?,1,5
fantasti,1,1
c,5,11
hopkins,6,10
usual,18,37
fantastic,172,196
godzilla,25,60
"let's,3,7
bowl,4,6
oscar,41,60
nominee,1,5
should,163,515
won,18,29
more....,2,2
letter,7,17
"""night,2,2
fever,2,5
random,2,6
absurd,3,18
humor?,1,2
immediately,1,2
zorro,6,8
(alain,1,1
delon),1,1
dish,2,4
itself,13,43
star--a,1,1
rare,52,59
scientific,3,4
"hi,2,3
heart-warming,6,6
worthy,58,79
successor,1,1
servant,2,2
god,64,136
spoilli,1,1
man!,17,22
"exploring,1,1
dark,157,212
side,47,70
victorian,6,7
""respectability""",1,1
off,89,248
wall,7,15
satire,40,51
tv,158,267
(4,5,5
1/2,26,81
stars),22,48
vagabond,1,1
king,101,167
bob's,1,3
daddy!,2,2
intense!,2,2
hilarious..,1,1
teaching,7,11
endearing,11,11
effective,32,35
clancy,2,6
adaption,19,31
out!,16,28
cupid's,1,1
got,104,239
knife!...,1,1
who's,11,25
forbidden,12,15
second,98,158
1990's,7,9
"must,1,1
uniquely,2,4
refreshing,14,14
czech,1,1
republic,7,8
uncle,6,8
buggy,1,1
belatedly,1,1
joining,2,2
monk,3,6
club,11,18
whole,78,132
family...almost,1,1
box,47,83
set,132,204
marred,3,17
poor,29,390
movie;,11,21
therefore,1,1
gay!,1,1
"sex,2,5
sea:,1,3
roger,18,28
donaldson's,1,1
""bounty""...",1,1
haunting,69,72
riveting,23,23
eyes,35,60
wide,11,18
shut,4,12
ppv,33,56
heroism,3,4
without,81,163
hysteria,2,3
scott's,6,7
tale,176,214
chivalry,1,1
played,6,14
cast,81,181
cgi,6,22
then,75,146
spend,8,22
&quot;end,1,1
days&quot;,1,1
making,39,94
"lousy,0,7
robin,25,39
williams',2,5
dramatic,21,28
piece!!!!!!,1,1
color,21,34
grinch,5,5
same,44,146
&vhs,1,1
awesome,196,206
"""beware,2,2
enterprises,1,1
require,2,2
clothes.""",1,1
suspense,60,72
waterboy,0,1
70mm,1,1
shines,46,52
hd,32,48
format,9,22
print,11,30
horrendous,0,9
few,58,140
after,108,197
1980,3,4
"&quot;creepshow,1,1
3&quot;,1,2
explanation,4,7
white,36,65
cheesy,20,59
fun!,84,88
groan!,0,2
exellent,5,5
example,17,49
anime,75,114
incredibles,9,11
acted,11,30
darn,13,18
cool!,15,15
gift,21,24
friend,16,27
different?,1,1
begain,1,1
child,28,46
...he,1,1
grow,13,19
muscles...,1,1
after...,1,1
evil,51,92
ii,37,62
films!,17,19
such,40,92
sweet,78,104
definitely,61,100
charming,65,71
excellence,10,11
confused,6,37
mess!,0,10
blew,6,12
away!,8,23
help,24,41
stunning,80,88
"while,1,2
"though,4,5
had,97,262
different:,1,1
analysis,5,8
jason,32,69
goes,68,159
hell,52,144
sumptuous,5,5
broadway,13,15
musical...top,1,1
entertainment...,1,1
bootleg?,1,1
nice,151,224
quality,84,281
"rich,2,2
bored,2,49
"""keep,2,2
concentration,3,3
here,66,195
now""",1,2
trials,2,2
tribulations,1,1
invisibility,1,1
audrey's,3,5
favourite,19,21
terrible,13,380
budget!!!,0,1
wake,8,36
blast,22,24
past!,5,5
russell,15,21
crowe,10,17
commander,5,6
ship.,1,2
awsome,15,17
war,257,345
flim.,1,1
some.,2,2
chris,15,25
benoit,3,3
v.,5,7
kurt,6,8
angle,4,4
product,17,50
halloweens,0,1
anyway,3,9
boxer,2,2
starring,11,22
mini,7,9
cooper,7,10
amazing,198,221
john,104,168
wayne's,13,18
kid,29,51
silly,24,116
+,49,90
nudity,3,9
"basilfawlty:"",1,1
i'll,32,76
lie,4,12
down.,5,13
won't,35,77
instant,19,19
classic!,117,127
rendition,10,19
beavis,1,1
butthead,1,1
roxbury!!,1,1
ehhh...,0,1
"epic,4,4
drama,194,252
anamorphic,5,13
1.33,0,1
.....,8,22
lol,3,10
there,151,381
finish!,4,4
decree,3,3
known,25,36
future&#65533;,1,1
touching,68,70
based,29,46
true,251,312
story!,21,29
comedies,47,55
silver,10,18
screen,59,98
ginger,11,13
snaps,5,6
stop,39,113
stephen,22,41
blue,38,64
danube,2,2
clever,34,44
"disappointing,0,18
thrilling,23,28
imaginative,8,9
captivating,21,22
incredible!,17,17
"be,3,6
water,10,25
"""i,74,104
own...""",1,1
"&quot;flawless,0,1
victory.&quot;,0,1
wasn't,16,67
best........,1,1
1950s,10,11
t.v.,9,13
improvement,10,20
treatment,38,62
outstandingly,1,1
action/drama,2,3
?,28,81
quixotic,1,1
awful,11,371
beyond,40,105
belief,5,19
good!,53,71
took,15,28
long?,2,4
labor,3,4
pilates,11,12
extemporaneous,1,1
highly,69,99
history,147,232
television,43,52
ugly.,1,3
joyless.,1,1
classic.,37,46
only,190,694
give,127,341
ten,34,55
stars!!!!!,1,1
adorable,10,10
portrait,25,31
lady,21,35
swift,1,2
carriage,1,1
amazing!!!,7,8
"judge,1,1
choose,5,10
own,104,168
adventures,18,25
triumph,34,38
reese,8,10
witherspoon,5,6
fox,23,46
studio,7,31
lucky,9,19
texan,2,3
tobe,3,8
hooper's,1,4
@,5,5
fair!,1,2
wow!,69,86
enough!,10,20
disaster,19,92
future's,1,1
mater,2,2
tenebrarum's,1,1
terror,27,38
collectors,8,10
editon,1,2
benioff,1,1
neo,2,2
fickle,3,3
finger,5,8
fate,9,11
intelligent.,2,2
yes.,9,15
winner?,1,1
no.,8,16
"highly,9,10
collection!,18,21
(not,6,14
color),1,1
puts,7,19
goal,2,3
line.,1,3
exercise,12,29
birth,13,16
nation,5,6
"perfect,7,7
glenn,7,9
miller's,1,3
music,120,196
lives,41,55
rewarding,10,10
---,7,15
spades,1,1
mafia,5,6
watching!,7,10
done...,1,2
die,34,65
slowly,4,10
brilliant!!!!,3,3
shakespeare,25,37
--,114,214
skip,6,64
1st,22,37
disk,8,16
was...,1,2
frankenstein,13,24
work!,7,8
"funny,57,69
mystical,3,3
death,47,104
row,5,8
grand,36,44
"faith,0,1
thinking,23,50
person,13,22
heckling,1,1
b,25,68
movies???,1,1
football,10,15
coach,2,4
odyssey,5,7
rocks!!,6,6
one...,11,31
probably,36,68
spielberg's,15,21
dramedy,5,5
adults,25,40
veronica,4,4
guerin,1,1
watch!,9,17
"dancin',1,1
pair,6,9
par,7,20
kafka,1,2
born,14,23
soylent,3,3
green,33,56
well-reviewed,0,3
like.,2,8
here....move,0,1
along,10,23
"""spend,0,1
else""",0,1
transcends,4,5
generations,4,7
duel,2,3
iron,15,20
fist,3,5
let,63,160
blow,8,16
knows,17,22
truth...yet,0,1
"moving,7,7
90s,7,15
subtle,15,20
know,109,262
play,62,114
things!,2,2
teen,51,88
cliche,2,27
royal,21,37
flush,3,3
tough,21,28
realistic,41,49
confrontation!,1,1
wow!....,1,1
stars!,32,63
sid,4,4
caesar,5,5
must,278,385
toriphiles,1,1
animated,66,84
entertainly,1,1
gruesome,7,11
threesome!,1,1
holds,34,35
up.,10,16
heaven,37,46
sent!!,1,1
poignant,34,34
being,60,147
whiney,1,1
"retrace,1,1
steps,9,14
"""you've,2,3
mole,1,2
lord,28,54
flies,8,10
revisited?,1,1
burn,5,21
butter!,2,2
artisan,0,2
surgically,1,1
precise,1,1
representation,6,10
1970s,5,6
joyful,6,6
shakespearean,3,3
surrounded,3,3
atmosphere,9,21
slaying,2,2
bad...,6,27
saga,37,52
somewhere!,1,2
movie!!,45,55
made!!!,6,10
cat,20,29
wrongly,2,3
accused...,1,1
harshness,2,2
freddy,9,16
fingered,1,3
ages...,2,3
must!,2,3
believable,7,17
spooky,16,21
spook!,1,1
thou,1,8
shall,19,24
kill,39,78
"""better,0,2
watch,199,497
league:,2,2
turf,2,3
edition--the,1,1
collector's,15,20
edition!!!,1,2
oi,1,1
camp,30,60
isn't,44,126
tents,1,1
scarlet,3,3
saving,9,15
private,12,12
ryan,16,26
"warm,5,5
trapped,5,10
hades,1,1
over!!,2,3
lots,52,82
individual,4,5
dvd's!,1,2
blowing!!!,1,1
playing,4,11
game,33,85
wings,2,7
eagles,4,5
finaly,1,1
dts,3,8
sound!,6,9
"""shawn,1,1
michaels:,1,1
vault"",1,1
review",3,5
interesting.,1,9
milestone,11,13
live,108,163
mario,7,9
bros.,10,13
"are,3,6
""they"",3,3
coming?",1,1
land,25,32
unabashed,2,4
hel-loo,2,2
"only,5,17
stand,22,53
al,13,27
gore,16,58
and/or,3,4
""sincerity""",0,1
...the,2,2
vampire,55,94
made!,49,72
unsatisfactory,1,4
cohen,2,6
bros:,0,1
longer,10,22
sign,2,10
taste,19,50
filmmaking,22,32
winter,5,9
vacation,5,8
come...,2,3
human.,1,2
"unfortunately,0,3
fly,18,30
bother?,0,12
first,350,575
stone,14,27
11,2,6
"forget,9,16
citizen,11,15
kane,13,19
returning,3,3
violence,20,50
worse,6,163
running,11,26
ideas,4,22
combat,6,9
shock,5,15
80's,70,86
state,16,23
fair:,1,1
miss,48,96
late,20,37
lolita,4,7
study,35,43
economics,1,1
essential,33,35
funny?,6,19
amuse,1,2
f***ing,1,1
clown?!""",1,1
mr.,46,82
finch,1,1
texas,8,21
(or,10,20
dude,11,18
east,7,13
stood,8,10
ground,13,23
unruly,1,1
texas),1,1
"""terror,1,1
&quot;titanic&quot;,1,2
&quot;tora!,1,1
tora!,4,4
tora!&quot;,1,1
others,11,28
fitting,14,16
trilogy,59,71
fantastic!,24,24
thought.,3,7
holy,16,38
s***!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,1
5.1,5,9
misleading,4,27
title,48,145
oh...,1,2
my...,3,6
zod...,1,1
episodes,42,66
bionic,2,2
babe,2,2
episode,52,101
movie?,26,118
h...,1,1
!?,1,3
....!,1,1
"hey,24,40
hurray,1,2
indeed......,0,1
tire,2,2
done,130,220
master's,1,2
fairwell,1,1
dear,4,25
bad.,7,69
smash,8,9
fifth,7,12
having,18,33
guts,2,4
afi's,4,4
stories:,5,5
#93,1,1
put,48,128
title...,3,4
what???,1,6
decision,5,9
lame,1,156
comic-strip,1,1
"fun,30,43
--------,1,1
kong,19,35
great!,85,100
grand-daddy,1,1
find,41,80
difficult,8,21
assess,1,1
"get,11,18
"sad,5,17
money!,8,48
muppet,4,6
genuine,13,16
entertainment,107,134
positive,6,14
combined,4,7
minor,14,21
rant,1,2
menu,2,4
double,40,61
probation..,1,1
jeepers,2,10
creepers,2,12
2?,3,8
go,142,283
sleep(er)!,0,1
fails,2,48
deliver.,0,3
blood,45,77
red...,1,1
conquer,5,6
all-,2,2
almost,95,190
psychologically,2,2
terrifying,19,20
bummer!,0,3
gary,6,11
hoyt,1,2
ehhh,1,4
this!,39,65
quintin,2,2
tarantino,9,22
"sheer,2,3
"as,13,30
guy...,3,3
biting,5,5
political,38,59
cold,31,56
assassin,2,2
required,12,16
viewing,29,47
three,77,143
seasons,32,40
returns,24,38
virgin,6,11
princess,13,16
fellini's,4,4
cinema,65,97
romance,68,90
freedom.,1,1
"boring,0,87
greek,8,14
trajedy,1,1
21st,10,15
century,35,51
plenty,16,23
value,21,43
element,1,4
(remastered),1,1
bluray,4,7
send,4,16
clowns,3,7
"forced,1,5
fords,1,1
hour,27,68
lucus,1,1
pulls,6,8
punches,2,3
one.,13,54
"slapstick,1,2
guy,39,83
(1997),3,5
devil,16,23
couldn't,17,79
laughing,10,22
comedy!!!,4,4
innovative,12,14
sad,42,140
songs,15,35
nature's,1,1
onions.,1,1
homicide,3,6
ford's,10,12
years!,25,27
"dull,0,24
collectable,1,1
wife,18,25
george,22,60
michael,41,85
shorts,3,7
"ooohhh,1,1
keanu,4,11
looney,8,11
bin,1,4
walkin,1,1
mile.,1,2
possibly,32,99
revenge,25,52
sweeter,1,2
sexy,25,32
